0_mfcc,1_mfcc,2_mfcc,3_mfcc,4_mfcc,5_mfcc,6_mfcc,7_mfcc,8_mfcc,9_mfcc,10_mfcc,11_mfcc,12_mfcc,13_mfcc,14_mfcc,15_mfcc,16_mfcc,17_mfcc,18_mfcc,19_mfcc,zero_crossing_rate_mean,spectral_bandwidth_mean,spectral_rolloff_mean,chroma_stft_mean,chroma_cqt_mean,spectral_centroid_mean,root_mean_square_mean,spectral_contrast_mean,spectral_flatness_mean,genre
-19.962553,81.064514,-17.62533,26.376799,-22.420153,-3.8183014,-25.02064,-4.4404674,-18.041416,-2.684793,-13.976045,-6.141793,-21.167673,-3.9033425,-15.923585,-2.8903263,-14.775811,-5.2042856,-20.086605,-6.658852,0.1209642986918604,2423.731692094999,5197.864848292151,0.29177782,0.48863393,2514.927113366026,0.21125989,23.31787056325085,0.019981615,1.0
-14.70561,10.831289,-16.296528,26.315748,-19.757582,-0.34568268,-23.235987,-0.08398913,-15.017761,8.73423,-9.99814,2.5356886,-16.470922,1.8371679,-16.675701,-1.612967,-12.98834,2.0309975,-12.386446,-1.571487,0.3415391079215116,2595.1962199596906,7178.568995276163,0.32786307,0.536983,4076.617617594037,0.22737314,23.96085062775592,0.0435886,1.0
-38.444736,34.118164,-33.74841,-6.0144067,-16.378386,12.138624,-27.494345,-3.7383516,-14.547811,5.985991,-13.509613,-9.481153,-16.26511,0.103709094,-18.443392,4.250895,-8.911771,-3.2506087,-14.459335,-0.07157827,0.2370355650436046,2639.674328675042,6688.087697583575,0.29894394,0.51176476,3480.575958548233,0.2138108,24.639970980451835,0.026140086,1.0
-167.74174,138.88974,10.067728,-9.380831,19.447445,18.856848,-0.3937336,-7.5167365,6.1506357,1.2553489,-7.644996,22.201973,-10.669096,4.472929,-8.437551,9.208393,-11.3257675,0.7221908,-4.004903,-0.7520653,0.0160565043604651,2080.897854906316,2360.815259356832,0.29913822,0.22104682,1259.3269341298903,0.29087758,24.0479412334353,0.000520965,5.0
-58.64872,1.4790978,-20.463474,8.915934,-23.30232,-5.8201246,-17.85508,3.0192156,-17.32306,0.50644326,-9.860625,12.926312,-5.916948,11.252461,-2.7973855,8.222664,-6.005236,0.86467534,-6.3578153,-2.5971045,0.3687749818313953,2742.6712937339003,7858.342171602471,0.3914369,0.6092363,4572.675381163196,0.12962367,20.84372890222192,0.106998265,0.0
-16.171951,48.871876,-54.50794,6.2296968,-29.209215,3.4807258,-11.430422,-0.34229496,-5.430096,12.737057,-6.3171654,-0.3889755,-9.778457,7.272023,-9.103714,11.855689,-3.5625002,4.5181146,-2.2279203,8.644779,0.2145927961482558,2264.611669646969,5639.095203488372,0.29767895,0.435446,3085.720174063126,0.24654785,23.85411803393321,0.023388153,1.0
-54.739334,69.966736,-17.777893,17.342506,-7.84728,4.4820266,-15.591729,2.073488,-12.693382,-2.9053767,-12.515081,-0.18922347,-15.259516,2.9451797,-14.176312,-3.5831263,-16.360348,-1.2117252,-12.566109,-6.5749354,0.1602550417877907,2482.8263234692345,5468.131586119186,0.3588223,0.4934393,2720.460381501315,0.18622944,25.09212893905455,0.019425858,1.0
-149.97365,41.972675,25.923315,6.949937,-11.135211,14.103473,-14.462081,3.8799782,-16.29877,3.9459038,-14.333578,3.8630283,-11.974596,0.82441735,-17.36297,0.681188,-12.523043,2.833588,-15.085771,1.6870615,0.3079442223837209,2882.158956419273,7644.387263808139,0.5076895,0.6075806,4321.103834777877,0.058484774,22.09955243856258,0.06736396,0.0
-108.891815,122.80445,-3.19262,-8.740661,2.120319,10.478071,-4.7101216,-15.965512,-3.8691847,-15.328079,-23.264746,3.7078722,-21.51603,0.0016748118,-14.784817,3.8278685,-19.835405,-0.99692667,-4.0295258,-4.4193597,0.0695096747819767,2360.0812597022164,3721.288040515989,0.3346728,0.49402562,1814.4805319525528,0.18725848,22.54029814361388,0.0055635488,5.0
-71.570946,54.518475,-24.111177,8.196134,-20.301853,9.232318,-9.104172,-0.45709464,-1.278184,3.009691,2.4370866,1.445254,-11.901086,6.318158,-12.724596,6.251684,-13.030244,8.562352,-8.2508745,-1.0856681,0.2547715297965116,2556.468253976813,6181.556651980378,0.32490084,0.5759934,3359.308673069548,0.15251729,22.736408440045757,0.026048807,1.0
-25.86488,41.33086,-25.562922,7.299523,-27.800587,-2.9247096,-24.040035,-6.453775,-24.427643,-5.449853,-23.96433,-5.579747,-22.910357,-4.599136,-17.82642,-3.4899042,-18.496828,-2.1578276,-9.193571,6.4215593,0.2263796784156976,2719.388691810263,6953.521984011628,0.41922486,0.5512839,3566.10984100716,0.13223097,21.40357148163398,0.085213915,0.0
-51.39963,53.89404,-21.33384,13.342959,-4.1334667,14.054942,-14.385349,1.7239742,-8.289795,6.404487,-13.037475,-1.6057236,-12.020552,4.3574696,-11.613567,2.7758799,-12.274377,2.8521187,-14.367922,6.349135,0.2072594930959302,2623.328494848491,6200.185376544331,0.26483732,0.42509145,3043.182800193482,0.1934949,25.75218119424721,0.011403502,3.0
-84.19402,50.224648,-7.617944,-6.767866,-11.141236,-6.739261,-26.3573,-0.48663142,-19.928213,-2.1592832,-19.730251,2.5830362,-15.498658,0.7405816,-13.374096,5.120123,-6.9068465,3.0282574,-8.519762,4.6145473,0.2354174236918604,3103.712792717404,7912.675951580669,0.3949035,0.57513887,3836.132978917643,0.0717073,21.40701850426076,0.0856599,6.0
-107.51995,53.602135,-17.667055,8.21098,-30.697126,-7.700276,-28.181303,-5.8328505,-20.697048,-0.7045509,-10.676289,3.3468564,-16.36982,-3.0084195,-16.417788,3.355399,-7.8828297,4.548595,-19.949596,-5.483055,0.1950649527616279,2505.841623870214,6072.288165425145,0.28816664,0.45921925,3167.4971270229275,0.110672496,24.59994835441936,0.026743025,1.0
13.6704235,28.467897,-37.65882,-0.59470063,-20.212162,4.68817,-21.646795,-1.3326334,-17.847786,-1.9251528,-16.419046,5.0000916,-5.327562,10.928274,-7.1808696,3.2725916,-20.869883,-8.0900955,-19.286547,-2.133639,0.2498603288517442,2690.081892344488,6864.509731558866,0.40733528,0.49093747,3569.641988920825,0.2312728,23.96821067457369,0.04065434,1.0
-108.324974,113.07006,24.405968,-9.636398,-9.766041,17.738773,-12.042771,-10.973728,-8.359175,20.92149,-16.492031,3.270958,-6.488198,5.1773057,-8.629313,10.792941,-8.911216,1.094021,-10.893928,4.987945,0.0946800054505813,2696.5343718895238,5436.582939680233,0.41174525,0.47441307,2225.159354138923,0.136398,22.560054286124075,0.01353828,5.0
-39.346737,124.9788,30.652973,29.879074,9.500597,17.693024,4.3226614,14.966548,-1.515124,11.166801,-0.9579337,9.743838,-4.667508,7.729581,-3.6404183,8.2112,-1.9876695,6.572572,-3.6389663,6.6013923,0.0451353561046511,2182.654366043878,3333.139534883721,0.5790069,0.59644794,1530.4442710555716,0.5551107,19.02400070947165,0.008985648,0.0
-131.34325,82.62438,-20.053808,-12.020881,-20.2562,0.48868167,-17.293661,2.4898407,-4.498061,18.417833,8.618503,10.135152,-15.436167,5.4275374,-9.347362,9.740504,-8.138515,0.96966195,-5.227289,16.07726,0.1117164789244186,2548.75384899266,5445.121105105378,0.28517684,0.53882074,2474.0124055970546,0.10194518,24.21222445373965,0.009546292,2.0
-30.34713,65.41091,-6.276885,12.556937,-14.704663,6.636042,-15.5514,1.6897779,-18.345112,1.2376204,-10.599057,7.0004025,-9.856032,3.2987466,-14.644283,0.52753663,-13.9418745,2.7731864,-11.701875,-5.0317497,0.142994867369186,2677.6291930151897,6194.6017668968025,0.26426965,0.44367677,2817.048954707135,0.20571442,24.13208252225146,0.014266948,3.0
-131.79082,98.60355,-18.433746,20.655928,-15.934049,-5.565129,-17.706295,-8.147542,-13.253536,-1.4750799,-16.78373,-10.252201,-24.47319,-5.260114,-11.105248,-2.8896708,-15.875398,-2.674126,-3.3660278,-0.6388733,0.0944790152616279,2039.2468951594235,3693.0695289789246,0.25711146,0.40919918,1882.6309261023,0.14694193,26.63920240068444,0.0043314574,4.0
-212.87387,53.28165,-34.046158,-14.243146,-33.21382,-6.6663213,-22.512781,1.5637078,-10.680912,9.144412,-5.9181232,5.522496,-2.9446504,15.228395,-11.584694,4.0928903,-6.7906065,0.5984572,-13.880292,3.380365,0.1519883266715116,2520.3732378611703,5843.936057867006,0.24063314,0.39071912,2854.966100614244,0.061686788,25.749641261746078,0.013369257,2.0
-162.09898,60.85068,-33.453224,24.21582,-1.9409969,15.121771,-19.972897,-0.9947326,-23.362078,-7.5174327,-16.060532,0.07360371,-12.569913,-0.82078063,-14.294131,-7.354627,-15.661841,-0.060916208,-4.876408,0.31471586,0.1599654796511627,2196.3437755481496,5194.83517668968,0.37657067,0.37197775,2682.945962571578,0.07787366,26.305117212889492,0.023016127,6.0
